ID;Kasutusotstarve;Kasutusotstarve_ID;Maakond;KOV;KOV_voi_LinnaOsa;Esmane_Kasutuselevotu_Aasta;Ajastu;;Hooneosade_Arv;Hooneosade_Arv_Normaliseeritud;Ruumide_Arv;Rummide_arv_vannitoata;Maksimaalne_Korruste_Arv
80;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1983;1981-1990;>1980;15;20;80;65;5
209;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1984;1981-1990;>1980;39;40;141;102;5
253;Muu kolme või enama korteriga elamu;12339;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1984;1981-1990;>1980;30;30;140;110;3
261;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere vald; Sõmeru alevik;1967;1961-1970;1950-1980;8;10;34;26;2
169;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere vald; Sõmeru alevik;1968;1961-1970;1950-1980;12;10;52;40;3
263;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Tapa vald; Tapa linn;1960;1951-1960;1950-1980;44;40;168;124;4
84;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Tapa vald; Tapa linn;1959;1951-1960;1950-1980;18;20;78;60;3
283;Muu kolme või enama korteriga elamu;12311;Lääne-Viru maakond; Tapa vald; Tapa linn;1962;1961-1970;1950-1980;18;20;60;42;3
250;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Tapa vald; Tapa linn;1962;1961-1970;1950-1980;32;30;121;89;4
277;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Tapa vald; Tapa linn;1959;1951-1960;1950-1980;33;30;93;60;3
286;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Tapa vald; Tapa linn;1966;1961-1970;1950-1980;64;60;208;144;4
35;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere vald; Sõmeru alevik;1969;1961-1970;1950-1980;8;10;36;28;2
298;Muu kolme või enama korteriga elamu;11222;Rapla maakond; Märjamaa vald; Märjamaa alev;1982;1981-1990;>1980;24;20;120;96;3
42;Muu kolme või enama korteriga elamu;11222;Rapla maakond; Rapla vald; Rapla linn;1980;1971-1980;1950-1980;25;30;126;101;3
257;Muu kolme või enama korteriga elamu;11222;Rapla maakond; Rapla vald; Rapla linn;1990;1981-1990;>1980;15;20;79;64;5
295;Muu kolme või enama korteriga elamu;11222;Rapla maakond; Rapla vald; Rapla linn;1971;1971-1980;1950-1980;18;20;72;54;3
9;Muu kolme või enama korteriga elamu;11222;Valga maakond; Valga vald; Valga linn;1975;1971-1980;1950-1980;36;40;168;132;3
88;Muu kolme või enama korteriga elamu;11222;Valga maakond; Tõrva vald; Tõrva linn;1972;1971-1980;1950-1980;32;30;143;111;4
160;Muu kolme või enama korteriga elamu;11222;Valga maakond; Tõrva vald; Tõrva linn;1970;1961-1970;1950-1980;12;10;60;48;3
222;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi vald; Ramsi alevik;1977;1971-1980;1950-1980;44;40;176;132;5
126;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1974;1971-1980;1950-1980;24;20;114;90;3
377;Muu kolme või enama korteriga elamu;12201;Viljandi maakond; Viljandi linn; Viljandi linn;1990;1981-1990;>1980;75;80;328;253;10
230;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1992;1991-2000;>1980;24;20;110;86;4
239;Muu kolme või enama korteriga elamu;11222;Võru maakond; Võru linn; Võru linn;1961;1961-1970;1950-1980;18;20;72;54;3
305;Muu kolme või enama korteriga elamu;11222;Võru maakond; Võru linn; Võru linn;1977;1971-1980;1950-1980;45;50;180;135;10
378;Muu kolme või enama korteriga elamu;11222;Harju maakond; Harku vald; Tabasalu alevik;1981;1981-1990;>1980;29;30;108;79;11
129;Muu kolme või enama korteriga elamu;11222;Harju maakond; Harku vald; Harku alevik;1965;1961-1970;1950-1980;25;30;85;60;3
101;Muu kolme või enama korteriga elamu;11222;Harju maakond; Jõelähtme vald; Loo alevik;1961;1961-1970;1950-1980;18;20;72;54;3
206;Muu kolme või enama korteriga elamu;11222;Harju maakond; Anija vald; Kehra linn;1968;1961-1970;1950-1980;44;40;188;144;4
0;Muu kolme või enama korteriga elamu;11222;Harju maakond; Keila linn; Keila linn;1967;1961-1970;1950-1980;12;10;48;36;2
34;Muu kolme või enama korteriga elamu;11222;Harju maakond; Kose vald; Kose-Uuemõisa alevik;1968;1961-1970;1950-1980;12;10;60;48;3
134;Muu kolme või enama korteriga elamu;11222;Harju maakond; Saku vald; Saku alevik;1975;1971-1980;1950-1980;20;20;74;54;5
260;Muu kolme või enama korteriga elamu;11222;Harju maakond; Saue vald; Laagri alevik;1978;1971-1980;1950-1980;54;50;172;118;5
346;Muu kolme või enama korteriga elamu;11222;Harju maakond; Saue vald; Laagri alevik;1975;1971-1980;1950-1980;45;50;224;179;5
381;Muu kolme või enama korteriga elamu;11222;Harju maakond; Saue vald; Laagri alevik;1981;1981-1990;>1980;50;50;225;175;5
45;Muu kolme või enama korteriga elamu;11222;Harju maakond; Saue vald; Laagri alevik;1969;1961-1970;1950-1980;12;10;48;36;2
66;Muu kolme või enama korteriga elamu;11222;Harju maakond; Keila linn; Keila linn;1985;1981-1990;>1980;15;20;68;53;3
3;Muu kolme või enama korteriga elamu;11222;Harju maakond; Keila linn; Keila linn;1971;1971-1980;1950-1980;12;10;54;42;2
215;Muu kolme või enama korteriga elamu;11222;Harju maakond; Keila linn; Keila linn;1970;1961-1970;1950-1980;16;20;79;63;4
13;Muu kolme või enama korteriga elamu;11222;Harju maakond; Saue vald; Saue linn;1967;1961-1970;1950-1980;12;10;60;48;3
135;Muu kolme või enama korteriga elamu;11222;Harju maakond; Saue vald; Valingu küla;1973;1971-1980;1950-1980;12;10;48;36;2
231;Muu kolme või enama korteriga elamu;11222;Harju maakond; Saue vald; Laagri alevik;1985;1981-1990;>1980;44;40;213;169;5
43;Muu kolme või enama korteriga elamu;11222;Harju maakond; Viimsi vald; Haabneeme alevik;1988;1981-1990;>1980;28;30;126;98;5
TP11;Muu kolme või enama korteriga elamu;11222;Harju maakond; Saue vald; Laagri alevik;1992;1991-2000;>1980;18;20;98;80;3
87;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1977;1971-1980;1950-1980;40;40;170;130;5
218;Muu kolme või enama korteriga elamu;11222;Lääne maakond; Haapsalu linn; Haapsalu linn;1978;1971-1980;1950-1980;36;40;144;108;4
219;Muu kolme või enama korteriga elamu;11222;Lääne maakond; Haapsalu linn; Haapsalu linn;1978;1971-1980;1950-1980;35;40;107;72;4
164;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Kambja vald; Reola küla;1980;1971-1980;1950-1980;42;40;141;99;3
245;Muu kolme või enama korteriga elamu;11222;Harju maakond; Keila linn; Keila linn;1986;1981-1990;>1980;40;40;124;84;3
18;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Ilmatsalu alevik;1992;1991-2000;>1980;24;20;118;94;3
121;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1992;1991-2000;>1980;40;40;130;90;5
173;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1980;1971-1980;1950-1980;36;40;162;126;9
254;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1988;1981-1990;>1980;45;50;155;110;5
265;Muu kolme või enama korteriga elamu;11222;Võru maakond; Võru linn; Võru linn;1991;1991-2000;>1980;30;30;140;110;5
296;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1988;1981-1990;>1980;45;50;200;155;5
323;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1987;1981-1990;>1980;47;50;109;62;3
325;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1988;1981-1990;>1980;45;50;200;155;5
326;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1986;1981-1990;>1980;59;60;278;219;5
TP29;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1987 (2017);1981-1990;>1980;60;60;279;219;5
TP34;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1990 (2019);1981-1990;>1980;45;50;210;165;5
TP33;Muu kolme või enama korteriga elamu;11222;Pärnu maakond; Tori vald; Sindi linn;1980;1971-1980;1950-1980;60;60;270;210;5
TP32;Muu kolme või enama korteriga elamu;11222;Pärnu maakond; Tori vald; Sindi linn;1986;1981-1990;>1980;60;60;270;210;5
TP39;Muu kolme või enama korteriga elamu;11222;Pärnu maakond; Tori vald; Sindi linn;1981;1981-1990;>1980;60;60;270;210;5
291;Muu kolme või enama korteriga elamu;12422;Viljandi maakond; Viljandi linn; Viljandi linn;1986;1981-1990;>1980;60;60;270;210;5
49;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Kambja vald; Kambja alevik;1982;1981-1990;>1980;30;30;140;110;5
61;Muu kolme või enama korteriga elamu;11222;Valga maakond; Tõrva vald; Tõrva linn;1978;1971-1980;1950-1980;30;30;126;96;5
207;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1984;1981-1990;>1980;30;30;130;100;5
TP37;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi vald; Viiratsi alevik;1986;1981-1990;>1980;30;30;140;110;5
1;Muu kolme või enama korteriga elamu;11222;Rapla maakond; Rapla vald; Rapla linn;1987;1981-1990;>1980;45;50;200;155;5
24;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere vald; Sõmeru alevik;1980;1971-1980;1950-1980;24;20;106;82;3
71;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Elva vald; Puhja alevik;1978;1971-1980;1950-1980;36;40;160;124;4
72;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Elva vald; Puhja alevik;1981;1981-1990;>1980;36;40;124;88;4
73;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Elva vald; Puhja alevik;1985;1981-1990;>1980;36;40;160;124;4
81;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1983;1981-1990;>1980;45;50;200;155;5
83;Muu kolme või enama korteriga elamu;11222;Jõgeva maakond; Põltsamaa vald; Adavere alevik;1978;1971-1980;1950-1980;18;20;87;69;3
111;Muu kolme või enama korteriga elamu;12319;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1985;1981-1990;>1980;30;30;120;90;5
112;Muu kolme või enama korteriga elamu;11222;Põlva maakond; Põlva vald; Põlva linn;1974;1971-1980;1950-1980;18;20;87;69;3
116;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1983;1981-1990;>1980;45;50;200;155;5
171;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1984;1981-1990;>1980;45;50;200;155;5
184;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1980;1971-1980;1950-1980;45;50;200;155;5
234;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1987;1981-1990;>1980;45;50;200;155;5
252;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1980;1971-1980;1950-1980;45;50;200;155;5
313;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Tartu linn;1985;1981-1990;>1980;45;50;155;110;5
356;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Kastre vald; Roiu alevik;1983;1981-1990;>1980;36;40;160;124;4
TP28;Muu kolme või enama korteriga elamu;11222;Jõgeva maakond; Põltsamaa vald; Põltsamaa linn;1976;1971-1980;1950-1980;24;20;116;92;4
TP40;Muu kolme või enama korteriga elamu;11222;Põlva maakond; Põlva vald; Põlva linn;1982 (2019);1981-1990;>1980;45;50;200;155;5
23;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1978;1971-1980;1950-1980;60;60;270;210;5
39;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi vald; Uusna küla;1980;1971-1980;1950-1980;24;20;116;92;3
68;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1981;1981-1990;>1980;60;60;270;210;5
78;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1982;1981-1990;>1980;60;60;270;210;5
89;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Kambja vald; Tõrvandi alevik;1975;1971-1980;1950-1980;60;60;270;210;5
103;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1980;1971-1980;1950-1980;60;60;270;210;5
181;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1988;1981-1990;>1980;50;50;230;180;5
183;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu linn; Haage küla;1984;1981-1990;>1980;36;40;161;125;3
190;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1977;1971-1980;1950-1980;60;60;270;210;5
195;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1977;1971-1980;1950-1980;60;60;271;211;5
225;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1978;1971-1980;1950-1980;60;60;270;210;5
227;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1980;1971-1980;1950-1980;60;60;270;210;5
229;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1981;1981-1990;>1980;60;60;270;210;5
249;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1982;1981-1990;>1980;60;60;270;210;5
259;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Viru-Nigula vald; Kunda linn;1981;1981-1990;>1980;60;60;270;210;5
287;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1984;1981-1990;>1980;60;60;270;210;5
289;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1983;1981-1990;>1980;60;60;270;210;5
306;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Vinni vald; Vinni alevik;1977;1971-1980;1950-1980;60;60;269;209;5
310;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1981;1981-1990;>1980;60;60;270;210;5
318;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1992;1991-2000;>1980;30;30;137;107;3
319;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1985;1981-1990;>1980;60;60;270;210;5
374;Muu kolme või enama korteriga elamu;11222;Järva maakond; Paide linn; Paide linn;1984;1981-1990;>1980;60;60;270;210;5
TP18;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1988 (2019);1981-1990;>1980;60;60;240;180;5
26;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1992;1991-2000;>1980;65;70;290;225;5
278;Muu kolme või enama korteriga elamu;11222;Põlva maakond; Põlva vald; Põlva linn;1984;1981-1990;>1980;75;80;340;265;5
300;Muu kolme või enama korteriga elamu;11222;Põlva maakond; Põlva vald; Põlva linn;1986;1981-1990;>1980;75;80;340;265;5
314;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Tapa vald; Tapa linn;1972;1971-1980;1950-1980;60;60;240;180;5
TP19;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Rakvere linn; Rakvere linn;1986 (2019);1981-1990;>1980;75;80;300;225;5
205;Muu kolme või enama korteriga elamu;11222;Põlva maakond; Põlva vald; Põlva linn;1976;1971-1980;1950-1980;90;90;410;320;5
330;Muu kolme või enama korteriga elamu;11222;Saare maakond; Saaremaa vald; Kuressaare linn;1963;1961-1970;1950-1980;24;20;90;66;3
237;Muu kolme või enama korteriga elamu;12132;Lääne-Viru maakond; Kadrina vald; Kadrina alevik;1983;1981-1990;>1980;95;100;471;376;5
217;Muu kolme või enama korteriga elamu;11222;Põlva maakond; Põlva vald; Põlva linn;1976;1971-1980;1950-1980;18;20;87;69;3
373;Muu kolme või enama korteriga elamu;11222;Harju maakond; Harku vald; Türisalu küla;1979;1971-1980;1950-1980;13;10;61;48;3
TP13;Muu kolme või enama korteriga elamu;11222;Harju maakond; Rae vald; Jüri alevik;1974;1971-1980;1950-1980;18;20;72;54;3
369;Muu kolme või enama korteriga elamu;11222;Harju maakond; Tallinn; Nõmme linnaosa;1963;1961-1970;1950-1980;48;50;204;156;4
211;Muu kolme või enama korteriga elamu;12431;Harju maakond; Tallinn; Lasnamäe linnaosa;1960;1951-1960;1950-1980;24;20;102;78;4
320;Muu kolme või enama korteriga elamu;11222;Ida-Viru maakond; Lüganuse vald; Lüganuse alevik;1981;1981-1990;>1980;12;10;58;46;2
131;Muu kolme või enama korteriga elamu;11222;Pärnu maakond; Põhja-Pärnumaa vald; Vändra alev;1987;1981-1990;>1980;18;20;87;69;3
17;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Tartu vald; Äksi alevik;1979;1971-1980;1950-1980;18;20;87;69;3
47;Muu kolme või enama korteriga elamu;12339;Tartu maakond; Tartu linn; Tartu linn;1968;1961-1970;1950-1980;53;50;173;120;5
30;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Elva vald; Elva linn;1977;1971-1980;1950-1980;18;20;87;69;3
29;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Elva vald; Elva linn;1978;1971-1980;1950-1980;12;10;60;48;3
165;Muu kolme või enama korteriga elamu;11222;Tartu maakond; Elva vald; Rõngu alevik;1980;1971-1980;1950-1980;18;20;76;58;3
51;Muu kolme või enama korteriga elamu;11222;Saare maakond; Saaremaa vald; Kuressaare linn;1986;1981-1990;>1980;18;20;88;70;3
146;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Vinni vald; Vinni alevik;1986;1981-1990;>1980;12;10;64;52;3
390;Muu kolme või enama korteriga elamu;11222;Lääne-Viru maakond; Vinni vald; Pajusti alevik;1975;1971-1980;1950-1980;16;20;80;64;2
361;Muu kolme või enama korteriga elamu;11222;Viljandi maakond; Viljandi linn; Viljandi linn;1968;1961-1970;1950-1980;18;20;72;54;3
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;